URL,Version,Status,OIDs,Name,Title,Description,Used
https://sefatuncer.github.io/stroke-dysphagia-fhir-ig/CodeSystem/dysphagia-scales-temp,1.2.2,draft,,DysphagiaScalesTemp,Dysphagia Scales — temporary local codes (proposed for LOINC/SNOMED),"Placeholder codes for validated dysphagia measures lacking terminology representation. To be submitted upstream.",
